"TABLA_PUENTE_LINEA_ID","TABLA_PUENTE_ID","ORIGEN_SERVICIO","DESTINO_SERVICIO","SERVICIO","CONCEPTO_MODALIDAD","FORMA_PAGO","CANTIDAD","NO_LINEA","LINEA_ARTICULO","UNIDAD_MEDIDA","REFERENCIA_APLICACION","SUBTOTAL","CODIGO_IVA","TASA_IVA","MONTO_IVA","CODIGO_RETENCION_IVA","TASA_RET_IVA","MONTO_RET_IVA","CODIGO_RETENCION_ISR","TASA_RET_ISR","MONTO_RET_ISR","TOTAL","CREATION_DATE","CREATED_BY","LAST_UPDATE_DATE","LAST_UPDATED_BY","LAST_UPDATE_LOGIN"
2432404,968905,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921IZTEFE",223,"TAS-IVAAR16%",16,35.68,"",0,0,"",0,0,258.68,29/09/21,1,29/09/21,1,
2432403,968903,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921CPUEFE",15669.05,"TAS-IVAAR16%",16,2507.09,"",0,0,"",0,0,18176.01,29/09/21,1,29/09/21,1,
2432406,968909,"","","SERVICIO DE PAQUETERIA","","TDC",1,1,"ENVIO DE PAQUETES","","280921PSDTDC",298,"TAS-IVAAR16%",16,47.68,"",0,0,"",0,0,345.68,29/09/21,1,29/09/21,1,
2432409,968912,"","","SERVICIO DE PAQUETERIA","","TDD",1,1,"ENVIO DE PAQUETES","","280921PSDTDD",954.79,"TAS-IVAAR16%",16,152.77,"",0,0,"",0,0,1107.56,29/09/21,1,29/09/21,1,
2432411,968914,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921PSDEFE",999,"TAS-IVAAR16%",16,159.84,"",0,0,"",0,0,1158.84,29/09/21,1,29/09/21,1,
2432412,968916,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921TEHEFE",219,"TAS-IVAAR16%",16,35.04,"",0,0,"",0,0,254.04,29/09/21,1,29/09/21,1,
2432413,968918,"","","SERVICIO DE PAQUETERIA","","TDC",1,1,"ENVIO DE PAQUETES","","280921TEHTDC",262,"TAS-IVAAR16%",16,41.92,"",0,0,"",0,0,303.92,29/09/21,1,29/09/21,1,
2432415,968920,"","","SERVICIO DE PAQUETERIA","","TDD",1,1,"ENVIO DE PAQUETES","","280921TEHTDD",432.79,"TAS-IVAAR16%",16,69.25,"",0,0,"",0,0,502.04,29/09/21,1,29/09/21,1,
2432417,968922,"","","SERVICIO DE PAQUETERIA","","TDC",1,1,"ENVIO DE PAQUETES","","280921TPOTDC",1107.86,"TAS-IVAAR16%",16,177.26,"",0,0,"",0,0,1285.12,29/09/21,1,29/09/21,1,
2432419,968924,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921TPOEFE",17767.95,"TAS-IVAAR16%",16,2842.89,"",0,0,"",0,0,20610.77,29/09/21,1,29/09/21,1,
2432420,968926,"","","SERVICIO DE PAQUETERIA","","TDD",1,1,"ENVIO DE PAQUETES","","280921TPOTDD",3013.88,"TAS-IVAAR16%",16,482.22,"",0,0,"",0,0,3496.1,29/09/21,1,29/09/21,1,
2432405,968907,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921PEDEFE",928,"TAS-IVAAR16%",16,148.48,"",0,0,"",0,0,1076.48,29/09/21,1,29/09/21,1,
2432401,968901,"","","SERVICIO DE PAQUETERIA","","TDD",1,1,"ENVIO DE PAQUETES","","280921CPUTDD",2580,"TAS-IVAAR16%",16,412.8,"",0,0,"",0,0,2992.8,29/09/21,1,29/09/21,1,
2432399,968899,"","","SERVICIO DE PAQUETERIA","","TDC",1,1,"ENVIO DE PAQUETES","","280921CPUTDC",1416.33,"TAS-IVAAR16%",16,226.61,"",0,0,"",0,0,1642.94,29/09/21,1,29/09/21,1,
2432398,968897,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921CEDISEFE",378.88,"TAS-IVAAR16%",16,60.62,"",0,0,"",0,0,439.5,29/09/21,1,29/09/21,1,
2432396,968895,"","","SERVICIO DE PAQUETERIA","","TDD",1,1,"ENVIO DE PAQUETES","","280921CEDISTDD",3238.29,"TAS-IVAAR16%",16,518.13,"",0,0,"",0,0,3756.42,29/09/21,1,29/09/21,1,
2432394,968893,"","","SERVICIO DE PAQUETERIA","","TDD",1,1,"ENVIO DE PAQUETES","","280921CDSTDD",403,"TAS-IVAAR16%",16,64.48,"",0,0,"",0,0,467.48,29/09/21,1,29/09/21,1,
2432392,968891,"","","SERVICIO DE PAQUETERIA","","TDC",1,1,"ENVIO DE PAQUETES","","280921CDSTDC",299,"TAS-IVAAR16%",16,47.84,"",0,0,"",0,0,346.84,29/09/21,1,29/09/21,1,
2432391,968889,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921CDSEFE",2109,"TAS-IVAAR16%",16,337.44,"",0,0,"",0,0,2446.44,29/09/21,1,29/09/21,1,
2432385,968881,"","","SERVICIO DE PAQUETERIA","","TDD",1,1,"ENVIO DE PAQUETES","","280921APOTDD",219,"TAS-IVAAR16%",16,35.04,"",0,0,"",0,0,254.04,29/09/21,1,29/09/21,1,
2432387,968883,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921APOEFE",857,"TAS-IVAAR16%",16,137.12,"",0,0,"",0,0,994.12,29/09/21,1,29/09/21,1,
2432388,968885,"","","SERVICIO DE PAQUETERIA","","EFE",1,1,"ENVIO DE PAQUETES","","280921CDNEFE",1089,"TAS-IVAAR16%",16,174.24,"",0,0,"",0,0,1263.24,29/09/21,1,29/09/21,1,
2432389,968887,"","","SERVICIO DE PAQUETERIA","","TDD",1,1,"ENVIO DE PAQUETES","","280921CDNTDD",412.79,"TAS-IVAAR16%",16,66.05,"",0,0,"",0,0,478.84,29/09/21,1,29/09/21,1,
2432498,968982,"","","RENTA DE UNIDADES","","CRE",1,1,"CONTRATO: 10045594","No APlica","10045594",1484,"TAS-IVAEXE",0,0,"",0,0,"",0,0,1484,29/09/21,1,29/09/21,1,1
2432502,968986,"","","RENTA DE UNIDADES","","CRE",1,1,"CONTRATO: 10045836","No APlica","10045836",2577.59,"TAS-IVAAR16%",16,412.41,"",0,0,"",0,0,2990,29/09/21,1,29/09/21,1,1
2432505,968989,"","","RENTA DE UNIDADES","","CRE",1,1,"CONTRATO: 10045878","No APlica","10045878",6838.79,"TAS-IVAAR16%",16,1094.21,"",0,0,"",0,0,7933,29/09/21,1,29/09/21,1,1
2432504,968988,"","","RENTA DE UNIDADES","","CRE",1,1,"CONTRATO: 10045877","No APlica","10045877",4361.21,"TAS-IVAAR16%",16,697.79,"",0,0,"",0,0,5059,29/09/21,1,29/09/21,1,1
2432500,968984,"","","RENTA DE UNIDADES","","CRE",1,1,"CONTRATO: 10045876","No APlica","10045876",2068.1,"TAS-IVAAR16%",16,330.9,"",0,0,"",0,0,2399,29/09/21,1,29/09/21,1,1
2432499,968983,"","","RENTA DE UNIDADES","","CRE",1,1,"CONTRATO: 10045845","No APlica","10045845",2939.66,"TAS-IVAAR16%",16,470.34,"",0,0,"",0,0,3410,29/09/21,1,29/09/21,1,1
2432503,968987,"","","RENTA DE UNIDADES","","CRE",1,1,"CONTRATO: 10045844","No APlica","10045844",2939.66,"TAS-IVAAR16%",16,470.34,"",0,0,"",0,0,3410,29/09/21,1,29/09/21,1,1
2432501,968985,"","","RENTA DE UNIDADES","","CRE",1,1,"CONTRATO: 10045889","No APlica","10045889",2068.1,"TAS-IVAAR16%",16,330.9,"",0,0,"",0,0,2399,29/09/21,1,29/09/21,1,1
2432461,968947,"","","VENTAS MISCELANEAS","AUDIFONOS EBUS","EFE",1,1,"BOLETOS DE AUTOBUS","","280921156TPP1MSTTP1T",8.62,"TAS-IVAAR16%",16,1.38,"",0,0,"",0,0,10,29/09/21,1,29/09/21,1,
2432462,968948,"","","VENTAS MISCELANEAS","DIFERENCIA POR HO","BBV",1,1,"BOLETOS DE AUTOBUS","","280921294ERT4MSTTP1T",68,"TAS-IVAEXE",0,0,"",0,0,"",0,0,68,29/09/21,1,29/09/21,1,
2432463,968949,"","","VENTAS MISCELANEAS","DIFERENCIA POR HO","BBV",1,1,"BOLETOS DE AUTOBUS","","280921294ERT4MSTTP1T",58.62,"TAS-IVAAR16%",16,9.38,"",0,0,"",0,0,68,29/09/21,1,29/09/21,1,
2432464,968950,"","","VENTAS MISCELANEAS","CARGO POR CAMBIO DE HORARIO","BBV",1,1,"BOLETOS DE AUTOBUS","","280921277ERT4MSTTP1T",507,"TAS-IVAEXE",0,0,"",0,0,"",0,0,507,29/09/21,1,29/09/21,1,
2432465,968950,"","","VENTAS MISCELANEAS","DIFERENCIA POR HO","BBV",1,2,"BOLETOS DE AUTOBUS","","280921277ERT4MSTTP1T",68,"TAS-IVAEXE",0,0,"",0,0,"",0,0,68,29/09/21,1,29/09/21,1,
2432466,968951,"","","VENTAS MISCELANEAS","CARGO POR CAMBIO DE HORARIO","BBV",1,1,"BOLETOS DE AUTOBUS","","280921277ERT4MSTTP1T",437.07,"TAS-IVAAR16%",16,69.93,"",0,0,"",0,0,507,29/09/21,1,29/09/21,1,
2432467,968951,"","","VENTAS MISCELANEAS","DIFERENCIA POR HO","BBV",1,2,"BOLETOS DE AUTOBUS","","280921277ERT4MSTTP1T",58.62,"TAS-IVAAR16%",16,9.38,"",0,0,"",0,0,68,29/09/21,1,29/09/21,1,
2432468,968952,"","","VENTAS MISCELANEAS","EXCESO EQUIPAJE","EFE",1,1,"BOLETOS DE AUTOBUS","","280921113ERP1MSERT",129.31,"TAS-IVAAR16%",16,20.69,"",0,0,"",0,0,150,29/09/21,1,29/09/21,1,
2432469,968953,"","","VENTAS MISCELANEAS","DIRECTO TTP TTP","EFE",1,1,"BOLETOS DE AUTOBUS","","280921113TPP1MSTPT",765.52,"TAS-IVAAR16%",16,122.48,"",0,0,"",0,0,888,29/09/21,1,29/09/21,1,
2432228,968755,"","","PULLMAN PRIMERA CLASE","","BBV",1,1,"BOLETOS DE AUTOBUS","","280921279ERP04PERT",2227.97,"TAS-IVAAR16%",16,356.53,"",0,0,"",0,0,2584.5,29/09/21,1,29/09/21,1,
2432229,968756,"","","PULLMAN PRIMERA CLASE","","EFE",1,1,"BOLETOS DE AUTOBUS","","280921156ERP01PERT",2979.3,"TAS-IVAAR16%",16,476.7,"",0,0,"",0,0,3456,29/09/21,1,29/09/21,1,
2432230,968757,"","","DIRECTO TTP","","BBV",1,1,"BOLETOS DE AUTOBUS","","28092117ERT04BTPT",546,"TAS-IVAEXE",0,0,"",0,0,"",0,0,546,29/09/21,1,29/09/21,1,
2432231,968758,"","","DIRECTO TTP","TERCEROS-ER","BBV",1,1,"BOLETOS DE AUTOBUS","","28092117ERT04BTPT",470.69,"TAS-IVAAR16%",16,75.31,"",0,0,"",0,0,546,29/09/21,1,29/09/21,1,
2432232,968759,"","","DIRECTO TTP TTP","","BBV",1,1,"BOLETOS DE AUTOBUS","","28092115ERT04BTPT",1178,"TAS-IVAEXE",0,0,"",0,0,"",0,0,1178,29/09/21,1,29/09/21,1,
2432237,968764,"","","DIRECTO TTP TTP","TERCEROS-ER","BBV",1,1,"BOLETOS DE AUTOBUS","","28092115ERT04BTPT",1015.51,"TAS-IVAAR16%",16,162.49,"",0,0,"",0,0,1178,29/09/21,1,29/09/21,1,
2432240,968766,"","","DIRECTO TTP","","BBV",1,1,"BOLETOS DE AUTOBUS","","280921113ERT04BTPT",102,"TAS-IVAEXE",0,0,"",0,0,"",0,0,102,29/09/21,1,29/09/21,1,
2432241,968767,"","","DIRECTO TTP","TERCEROS-ER","BBV",1,1,"BOLETOS DE AUTOBUS","","280921113ERT04BTPT",87.93,"TAS-IVAAR16%",16,14.07,"",0,0,"",0,0,102,29/09/21,1,29/09/21,1,
2432242,968768,"","","DIRECTO TTP","PUNTO A BORDO","SOC",1,1,"BOLETOS DE AUTOBUS","","28092117ERT16BTPT",132,"TAS-IVAEXE",0,0,"",0,0,"",0,0,132,29/09/21,1,29/09/21,1,
2432243,968769,"","","DIRECTO TTP","PUNTO A BORDO","SOC",1,1,"BOLETOS DE AUTOBUS","","28092117ERT16BTPT",113.79,"TAS-IVAAR16%",16,18.21,"",0,0,"",0,0,132,29/09/21,1,29/09/21,1,
2432244,968770,"","","INTERMEDIO PISTA","","EFE",1,1,"BOLETOS DE AUTOBUS","","280921113TPP01MTPT",7146.43,"TAS-IVAAR16%",16,1144.57,"",0,0,"",0,0,8291,29/09/21,1,29/09/21,1,
2432245,968770,"","","INTERMEDIO PISTA","","EFE",1,2,"BOLETOS DE AUTOBUS","","280921113TPP01MTPT",-6.9,"TAS-IVAAR16%",-16,-1.1,"",0,0,"",0,0,-8,29/09/21,1,29/09/21,1,
2432246,968771,"","","DIRECTO ECONOMICO","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092120ERP01SERT",-177.59,"TAS-IVAAR16%",-16,-28.41,"",0,0,"",0,0,-206,29/09/21,1,29/09/21,1,
2432247,968771,"","","DIRECTO ECONOMICO","","EFE",1,2,"BOLETOS DE AUTOBUS","","28092120ERP01SERT",65502.1,"TAS-IVAAR16%",16,10479.4,"",0,0,"",0,0,75981.5,29/09/21,1,29/09/21,1,
2432248,968772,"","","DIRECTO ECONOMICO","","EFE",1,1,"BOLETOS DE AUTOBUS","","280921277ERP01SERT",355.18,"TAS-IVAAR16%",16,56.82,"",0,0,"",0,0,412,29/09/21,1,29/09/21,1,
2432249,968773,"","","AEROPUERTO","","BBV",1,1,"BOLETOS DE AUTOBUS","","280921277ERP04AERT",54284.7,"TAS-IVAAR16%",16,8685.3,"",0,0,"",0,0,62970,29/09/21,1,29/09/21,1,
2432250,968774,"","","INTERMEDIO","","BBV",1,1,"BOLETOS DE AUTOBUS","","280921113ERT04ITPT",156,"TAS-IVAEXE",0,0,"",0,0,"",0,0,156,29/09/21,1,29/09/21,1,
2432251,968775,"","","INTERMEDIO","TERCEROS-ER","BBV",1,1,"BOLETOS DE AUTOBUS","","280921113ERT04ITPT",134.48,"TAS-IVAAR16%",16,21.52,"",0,0,"",0,0,156,29/09/21,1,29/09/21,1,
2432252,968776,"","","INTERMEDIO ATH","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092117TPP01IATHT",546,"TAS-IVAEXE",0,0,"",0,0,"",0,0,546,29/09/21,1,29/09/21,1,
2432253,968777,"","","INTERMEDIO TTP","PUNTO A BORDO","SOC",1,1,"BOLETOS DE AUTOBUS","","28092120ERT16ITPT",268,"TAS-IVAEXE",0,0,"",0,0,"",0,0,268,29/09/21,1,29/09/21,1,
2432254,968778,"","","INTERMEDIO TTP","PUNTO A BORDO","SOC",1,1,"BOLETOS DE AUTOBUS","","28092120ERT16ITPT",231.04,"TAS-IVAAR16%",16,36.96,"",0,0,"",0,0,268,29/09/21,1,29/09/21,1,
2432255,968779,"","","PULLMAN PRIMERA CLASE","","EFE",1,1,"BOLETOS DE AUTOBUS","","280921279ERP01PERT",9457.56,"TAS-IVAAR16%",16,1513.44,"",0,0,"",0,0,10971,29/09/21,1,29/09/21,1,
2432256,968779,"","","PULLMAN PRIMERA CLASE","","EFE",1,2,"BOLETOS DE AUTOBUS","","280921279ERP01PERT",-403.44,"TAS-IVAAR16%",-16,-64.56,"",0,0,"",0,0,-468,29/09/21,1,29/09/21,1,
2432257,968780,"","","PULLMAN PRIMERA CLASE","PUNTO A BORDO","SOC",1,1,"BOLETOS DE AUTOBUS","","280921115ERP16PERT",362.93,"TAS-IVAAR16%",16,58.07,"",0,0,"",0,0,421,29/09/21,1,29/09/21,1,
2432258,968781,"","","SERVICIO DE TURISMO TRANVIA CT1","","EFE",1,1,"BOLETOS DE AUTOBUS","","280921102CTP01TVCT1T",206.91,"TAS-IVAAR16%",16,33.09,"",0,0,"",0,0,240,29/09/21,1,29/09/21,1,
2432259,968782,"","","DIRECTO TTP TTP","PUNTO A BORDO","SOC",1,1,"BOLETOS DE AUTOBUS","","28092115ERT16BTPT",220,"TAS-IVAEXE",0,0,"",0,0,"",0,0,220,29/09/21,1,29/09/21,1,
2432260,968783,"","","DIRECTO TTP TTP","PUNTO A BORDO","SOC",1,1,"BOLETOS DE AUTOBUS","","28092115ERT16BTPT",189.65,"TAS-IVAAR16%",16,30.35,"",0,0,"",0,0,220,29/09/21,1,29/09/21,1,
2432261,968784,"","","INTERMEDIO PISTA","","BBV",1,1,"BOLETOS DE AUTOBUS","","28092117ERT04MTPT",222,"TAS-IVAEXE",0,0,"",0,0,"",0,0,222,29/09/21,1,29/09/21,1,
2432262,968785,"","","INTERMEDIO PISTA","TERCEROS-ER","BBV",1,1,"BOLETOS DE AUTOBUS","","28092117ERT04MTPT",191.37,"TAS-IVAAR16%",16,30.63,"",0,0,"",0,0,222,29/09/21,1,29/09/21,1,
2432263,968786,"","","INTERMEDIO PISTA","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092117TPP01MTPT",-34.48,"TAS-IVAAR16%",-16,-5.52,"",0,0,"",0,0,-40,29/09/21,1,29/09/21,1,
2432264,968786,"","","INTERMEDIO PISTA","","EFE",1,2,"BOLETOS DE AUTOBUS","","28092117TPP01MTPT",17984.94,"TAS-IVAAR16%",16,2878.06,"",0,0,"",0,0,20863,29/09/21,1,29/09/21,1,
2432265,968787,"","","DIRECTO ECONOMICO","","BBV",1,1,"BOLETOS DE AUTOBUS","","28092118ERP04SERT",20551.64,"TAS-IVAAR16%",16,3287.86,"",0,0,"",0,0,23839.5,29/09/21,1,29/09/21,1,
2432266,968788,"","","DIRECTO ECONOMICO ER","","BBV",1,1,"BOLETOS DE AUTOBUS","","28092117ERP04SERT",3874.22,"TAS-IVAAR16%",16,619.78,"",0,0,"",0,0,4494,29/09/21,1,29/09/21,1,
2432267,968789,"","","DIRECTO ECONOMICO","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092115ERP01SERT",112838.9,"TAS-IVAAR16%",16,18052.6,"",0,0,"",0,0,130891.5,29/09/21,1,29/09/21,1,
2432268,968789,"","","DIRECTO ECONOMICO","","EFE",1,2,"BOLETOS DE AUTOBUS","","28092115ERP01SERT",-88.79,"TAS-IVAAR16%",-16,-14.21,"",0,0,"",0,0,-103,29/09/21,1,29/09/21,1,
2432269,968790,"","","DIRECTO ECONOMICO","","EFE",1,1,"BOLETOS DE AUTOBUS","","280921279ERP01SERT",177.59,"TAS-IVAAR16%",16,28.41,"",0,0,"",0,0,206,29/09/21,1,29/09/21,1,
2432270,968791,"","","AEROPUERTO","","BBV",1,1,"BOLETOS DE AUTOBUS","","280921115ERP04AERT",122638.02,"TAS-IVAAR16%",16,19620.98,"",0,0,"",0,0,142259,29/09/21,1,29/09/21,1,
2432271,968791,"","","AEROPUERTO","","BBV",1,2,"BOLETOS DE AUTOBUS","","280921115ERP04AERT",-1798.3,"TAS-IVAAR16%",-16,-287.7,"",0,0,"",0,0,-2086,29/09/21,1,29/09/21,1,
2432272,968792,"","","AEROPUERTO","","BBV",1,1,"BOLETOS DE AUTOBUS","","28092119ERP04AERT",-479.32,"TAS-IVAAR16%",-16,-76.68,"",0,0,"",0,0,-556,29/09/21,1,29/09/21,1,
2432273,968792,"","","AEROPUERTO","","BBV",1,2,"BOLETOS DE AUTOBUS","","28092119ERP04AERT",69598.32,"TAS-IVAAR16%",16,11135.68,"",0,0,"",0,0,80734,29/09/21,1,29/09/21,1,
2432274,968793,"","","AEROPUERTO","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092119ERP01AERT",110759.52,"TAS-IVAAR16%",16,17721.48,"",0,0,"",0,0,128481,29/09/21,1,29/09/21,1,
2432275,968794,"","","INTERMEDIO TTP","","BBV",1,1,"BOLETOS DE AUTOBUS","","28092120ERT04ITPT",491,"TAS-IVAEXE",0,0,"",0,0,"",0,0,491,29/09/21,1,29/09/21,1,
2432276,968795,"","","INTERMEDIO TTP","TERCEROS-ER","BBV",1,1,"BOLETOS DE AUTOBUS","","28092120ERT04ITPT",423.29,"TAS-IVAAR16%",16,67.71,"",0,0,"",0,0,491,29/09/21,1,29/09/21,1,
2432277,968796,"","","INTERMEDIO","","BBV",1,1,"BOLETOS DE AUTOBUS","","28092121ERT04ITPT",184,"TAS-IVAEXE",0,0,"",0,0,"",0,0,184,29/09/21,1,29/09/21,1,
2432278,968797,"","","INTERMEDIO","TERCEROS-ER","BBV",1,1,"BOLETOS DE AUTOBUS","","28092121ERT04ITPT",158.62,"TAS-IVAAR16%",16,25.38,"",0,0,"",0,0,184,29/09/21,1,29/09/21,1,
2432279,968798,"","","INTERMEDIO TTP","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092115TPP01ITPT",19012.64,"TAS-IVAAR16%",16,3042.36,"",0,0,"",0,0,22055,29/09/21,1,29/09/21,1,
2432280,968799,"","","PULLMAN PRIMERA CLASE","","BBV",1,1,"BOLETOS DE AUTOBUS","","28092115ERP04PERT",29133.43,"TAS-IVAAR16%",16,4662.07,"",0,0,"",0,0,33795.5,29/09/21,1,29/09/21,1,
2432281,968800,"","","PULLMAN PRIMERA CLASE","","AMX",1,1,"BOLETOS DE AUTOBUS","","28092118ERP44PERT",765.5,"TAS-IVAAR16%",16,122.5,"",0,0,"",0,0,888,29/09/21,1,29/09/21,1,
2432282,968801,"","","PULLMAN PRIMERA CLASE ER","","EFE",1,1,"BOLETOS DE AUTOBUS","","280921113ERP01PERT",201.72,"TAS-IVAAR16%",16,32.28,"",0,0,"",0,0,234,29/09/21,1,29/09/21,1,
2432434,968935,"","","VENTAS MISCELANEAS","EXCESO EQUIPAJE","EFE",1,1,"BOLETOS DE AUTOBUS","","28092115ERP1MSERT",51.72,"TAS-IVAAR16%",16,8.28,"",0,0,"",0,0,60,29/09/21,1,29/09/21,1,
2432435,968935,"","","VENTAS MISCELANEAS","TELCEL","EFE",1,2,"BOLETOS DE AUTOBUS","","28092115ERP1MSERT",112.06,"TAS-IVAAR16%",16,17.94,"",0,0,"",0,0,130,29/09/21,1,29/09/21,1,
2432436,968935,"","","VENTAS MISCELANEAS","DIFERENCIA POR HO","EFE",1,3,"BOLETOS DE AUTOBUS","","28092115ERP1MSERT",381.49,"TAS-IVAAR16%",16,61.03,"",0,0,"",0,0,442.5,29/09/21,1,29/09/21,1,
2432437,968935,"","","VENTAS MISCELANEAS","CARGO POR CAMBIO DE HORARIO","EFE",1,4,"BOLETOS DE AUTOBUS","","28092115ERP1MSERT",844.81,"TAS-IVAAR16%",16,135.19,"",0,0,"",0,0,980,29/09/21,1,29/09/21,1,
2432438,968936,"","","VENTAS MISCELANEAS","IUSACELL","EFE",1,1,"BOLETOS DE AUTOBUS","","28092125ERP1MSERT",17.24,"TAS-IVAAR16%",16,2.76,"",0,0,"",0,0,20,29/09/21,1,29/09/21,1,
2432439,968936,"","","VENTAS MISCELANEAS","AUDIFONOS PRIMERA CLASE","EFE",1,2,"BOLETOS DE AUTOBUS","","28092125ERP1MSERT",17.24,"TAS-IVAAR16%",16,2.76,"",0,0,"",0,0,20,29/09/21,1,29/09/21,1,
2432440,968936,"","","VENTAS MISCELANEAS","MOVISTAR","EFE",1,3,"BOLETOS DE AUTOBUS","","28092125ERP1MSERT",43.1,"TAS-IVAAR16%",16,6.9,"",0,0,"",0,0,50,29/09/21,1,29/09/21,1,
2432441,968936,"","","VENTAS MISCELANEAS","TELCEL","EFE",1,4,"BOLETOS DE AUTOBUS","","28092125ERP1MSERT",172.42,"TAS-IVAAR16%",16,27.58,"",0,0,"",0,0,200,29/09/21,1,29/09/21,1,
2432422,968928,"","","INTERMEDIO","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092115TTPIR",8045.69,"TAS-IVAAR16%",16,1287.31,"",0,0,"",0,0,9333,29/09/21,1,29/09/21,1,
2432423,968929,"","","INTERMEDIO","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092118TTPIR",44692.24,"TAS-IVAAR16%",16,7150.76,"",0,0,"",0,0,51843,29/09/21,1,29/09/21,1,
2432424,968930,"","","INTERMEDIO PISTA","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092115TTPMR",26917.26,"TAS-IVAAR16%",16,4306.74,"",0,0,"",0,0,31224,29/09/21,1,29/09/21,1,
2432425,968931,"","","SERVICIO DE TURISMO","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092115CT1TR",1310.34,"TAS-IVAAR16%",16,209.66,"",0,0,"",0,0,1520,29/09/21,1,29/09/21,1,
2432426,968932,"","","MOVILOMAS","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092115CTNR",10289,"TAS-IVAEXE",0,0,"",0,0,"",0,0,10289,29/09/21,1,29/09/21,1,
2432765,969218,"","","SERVICIO DE ESTACIONAMIENTO","","EFE",1,1,"SERVICIO DE ESTACIONAMIENTO","No Aplica","28092021CAPU",1668.6,"AR_IVA16",16,241.4,"",0,0,"",0,0,1910,30/09/21,1,30/09/21,1,1
2432766,969219,"","","SERVICIO DE ESTACIONAMIENTO","","EFE",1,1,"SERVICIO DE ESTACIONAMIENTO","No Aplica","280920214PTE",275.84,"AR_IVA16",16,44.16,"",0,0,"",0,0,320,30/09/21,1,30/09/21,1,1
2432217,968747,"","","DIRECTO TTP TTP","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092115TPP01BTPT",14966.25,"TAS-IVAAR16%",16,2394.75,"",0,0,"",0,0,17361,29/09/21,1,29/09/21,1,
2432218,968747,"","","DIRECTO TTP TTP","","EFE",1,2,"BOLETOS DE AUTOBUS","","28092115TPP01BTPT",-25,"TAS-IVAAR16%",-16,-4,"",0,0,"",0,0,-29,29/09/21,1,29/09/21,1,
2432219,968748,"","","DIRECTO ECONOMICO ER","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092123ERP01SERT",3857.82,"TAS-IVAAR16%",16,617.18,"",0,0,"",0,0,4475,29/09/21,1,29/09/21,1,
2432220,968749,"","","DIRECTO ECONOMICO","PUNTO A BORDO","SOC",1,1,"BOLETOS DE AUTOBUS","","28092118ERP16SERT",732.77,"TAS-IVAAR16%",16,117.23,"",0,0,"",0,0,850,29/09/21,1,29/09/21,1,
2432221,968750,"","","AEROPUERTO","PUNTO A BORDO","SOC",1,1,"BOLETOS DE AUTOBUS","","28092115ERP16AERT",539.66,"TAS-IVAAR16%",16,86.34,"",0,0,"",0,0,626,29/09/21,1,29/09/21,1,
2432222,968751,"","","INTERMEDIO TTP","","EFE",1,1,"BOLETOS DE AUTOBUS","","280921292TPP01ITPT",25691.98,"TAS-IVAAR16%",16,4111.02,"",0,0,"",0,0,29803,29/09/21,1,29/09/21,1,
2432223,968752,"","","INTERMEDIO TTP","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092118TPP01ITPT",17070.04,"TAS-IVAAR16%",16,2730.96,"",0,0,"",0,0,19801,29/09/21,1,29/09/21,1,
2432224,968752,"","","INTERMEDIO TTP","","EFE",1,2,"BOLETOS DE AUTOBUS","","28092118TPP01ITPT",-196.56,"TAS-IVAAR16%",-16,-31.44,"",0,0,"",0,0,-228,29/09/21,1,29/09/21,1,
2432225,968753,"","","INTERMEDIO TTP","","EFE",1,1,"BOLETOS DE AUTOBUS","","28092120TPP01ITPT",-57.76,"TAS-IVAAR16%",-16,-9.24,"",0,0,"",0,0,-67,29/09/21,1,29/09/21,1,
2432226,968753,"","","INTERMEDIO TTP","","EFE",1,2,"BOLETOS DE AUTOBUS","","28092120TPP01ITPT",14764.88,"TAS-IVAAR16%",16,2362.12,"",0,0,"",0,0,17127,29/09/21,1,29/09/21,1,
